0.0,1.7414965986394557,large vehicle
5.944308390022676,6.176507936507937,car
7.151746031746032,11.888616780045352,people walking
11.888616780045352,23.777233560090703,large vehicle
36.710748299319725,39.72934240362812,people speaking
40.704580498866214,41.61015873015873,people walking
41.61015873015873,47.55446712018141,large vehicle
47.55446712018141,53.498775510204084,people walking
53.498775510204084,59.44308390022676,car
65.20163265306122,66.73414965986395,people walking
68.70784580498866,71.3317006802721,large vehicle
71.3317006802721,71.68,people walking
75.65061224489796,77.27600907029479,large vehicle
77.27600907029479,81.2930612244898,car
89.16462585034014,101.05324263038548,large vehicle
101.05324263038548,104.16471655328799,people walking
105.16317460317461,106.99755102040817,car
106.99755102040817,111.89696145124717,people walking
112.87219954648526,124.83047619047619,large vehicle
130.77478458049887,148.39873015873016,large vehicle
148.6077097505669,151.83528344671203,large vehicle
152.81052154195012,154.55201814058958,people walking
154.55201814058958,166.44063492063492,large vehicle
166.44063492063492,172.3849433106576,people walking
172.3849433106576,190.21786848072563,large vehicle
190.38040816326532,196.1621768707483,large vehicle
196.1621768707483,202.10648526077097,people walking
