0.0,2.972154195011338,car
0.0,196.1621768707483,children
0.0,31.950657596371883,people speaking
12.631655328798185,17.832925170068027,car
14.117732426303855,17.832925170068027,brakes squeaking
23.034195011337868,23.777233560090703,car
30.464580498866212,35.66585034013605,people walking
32.69369614512472,39.38104308390023,people speaking
38.638004535147395,41.61015873015873,people walking
41.61015873015873,43.83927437641724,people speaking
42.353197278911566,52.75573696145125,people walking
46.81142857142857,77.27600907029479,people speaking
53.498775510204084,54.24181405895692,car
71.3317006802721,83.22031746031746,people walking
75.04689342403628,77.27600907029479,brakes squeaking
78.76208616780046,80.99120181405895,people speaking
83.22031746031746,86.93551020408164,people speaking
86.1924716553288,92.87981859410431,people walking
89.16462585034014,89.90766439909297,people speaking
92.13678004535147,99.56716553287983,people speaking
95.10893424036281,105.5114739229025,people walking
101.05324263038548,138.2051700680272,people speaking
106.99755102040817,112.94185941043084,car
118.88616780045352,124.83047619047619,people walking
130.77478458049887,131.5178231292517,people walking
136.71909297052156,137.46213151927438,brakes squeaking
136.71909297052156,142.6634013605442,people walking
140.43428571428572,152.32290249433106,people speaking
142.6634013605442,145.63555555555556,car
148.6077097505669,150.8368253968254,car
151.57986394557824,154.55201814058958,people walking
154.55201814058958,173.12798185941043,people speaking
156.03809523809525,163.46848072562358,car
164.21151927437643,166.44063492063492,car
172.3849433106576,176.10013605442177,people walking
173.87102040816328,187.24571428571429,people speaking
184.27356009070294,188.73179138321996,people walking
187.98875283446714,196.1621768707483,people speaking
189.4748299319728,190.21786848072563,car
